name,rating,review,date,location,sentiment
Dr Akshay P Jadhav,"Rated 5.0 out of 5,","Wonderful experience. Post covid arrangements for safe keeping and social distancing norms were well followed with a bit emphasis given on Placing of the cups being done at a small distance from Oneself... Masks for service providers and appropriate hand hygiene being done in the right ways as prescribed by the norms of the Govt. Even otherwise, overall this Outlet is one of the few Cafe Coffee Days which has been a prominent location for many and quite famous in Bengaluru from it's inception...Especially the seating arrangements done at the outer space of the premises make a great place to have our Coffee during this Pandemic...A Great Ambience, & Experience, despite our Covid battles, every day... Keep up the Great Work, Kudos.... !!!👍Wonderful experience. Post covid arrangements for safe keeping and social distancing norms were well followed with a bit emphasis given on Placing of the cups being done at a small distance from Oneself... Masks for service providers and …More",2021-06-27,Café Coffee Day indiranagar,Positive
Pankaj Chhawani,"Rated 2.0 out of 5,","Its a good place to seat with your friends and enjoy the coffee. But manager at this place ia not friendly at all, once you go to counter for order she gives a look which makes you feel dull and the way she talk may spoil your mood. I've been there for couple of times and got same experience every time...",2018-06-27,Café Coffee Day indiranagar,Neutral
Deepak Singh,"Rated 5.0 out of 5,",It's a nice place to spend a nice eveningFood: 4/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,2023-01-27,Café Coffee Day indiranagar,Positive
Shouvik Sen,"Rated 5.0 out of 5,",Great coffee as always. There are multiple coffee day outlets all over Bangalore. A fabulous menu with lots of options. Their mobile app also gives you cash back for every purchase. Their merchandise is also worth buying.,2019-06-27,Café Coffee Day indiranagar,Positive
Toshal P,"Rated 3.0 out of 5,",Good place is you have good company. They seem to have introduced many new coolers and summer drinks. But some of them seem like they are artificial. Even the fruit bits seem gelatinous.However you can go here for the kaapi Nirvana. Always the best.Good place is you have good company. They seem to have introduced many new coolers and summer drinks. But some of them seem like they are artificial. Even the fruit bits seem gelatinous. …More,2019-06-27,Café Coffee Day indiranagar,Positive
Rahul Madhu,"Rated 1.0 out of 5,","Worst experience, Rude attitude from the staff at the billing counter. Not even willing to give a smile to the customers. Pice ranges from 130 - 200 + in the menu card which is quiet reasonable. But denying to take the order lesser than 170 at this branch saying it's not available.. rude experience for the 1st time from a CCD branch.. never gonna suggest this branch to anyone.Worst experience, Rude attitude from the staff at the billing counter. Not even willing to give a smile to the customers. Pice ranges from 130 - 200 + in the menu card which is quiet reasonable. But denying to take the order lesser than 170 …More",2020-06-27,Café Coffee Day indiranagar,Negative
Eshani Halder,"Rated 1.0 out of 5,","The one star is till a compliment ! Was it the bad service or the tissue paper served as they didn't have the least courtesy to apologize for the lack of company serviettes or was it the unimaginable way of making a decent coffee for what the people recognize it for. Being the busiest cafe, I hoped for the customer service to at least understand what I was saying but that didn't work out too. I had to interpret and use simiotics to relay my information and still the order came out wrong and the coffee was dull. All in all a big thumbs down . Maybe it was one of those bad days for the store but for any first customer that would make a bad impression and that happened with me .The one star is till a compliment ! Was it the bad service or the tissue paper served as they didn't have the least courtesy to apologize for the lack of company serviettes or was it the unimaginable way of making a decent coffee for what …More",2019-06-27,Café Coffee Day indiranagar,Negative
Karthik Sadanand,"Rated 2.0 out of 5,","Just another coffee day with normal menu in a busy street of indirangarThe arrangements of seats inside kind of looked uncomfortable as everyone had to walk through them. That seemed like it was disturbing the ones who were sitting there.However out side is a different story , the place has comfortable chairs.But again that was disturbed by the noises from the traffic.Not a weekend coffee location if you wish to spend some time alone in a coffee shop.Just another coffee day with normal menu in a busy street of indirangarThe arrangements of seats inside kind of looked uncomfortable as everyone had to walk through them. That seemed like it was disturbing the ones who were sitting …More",2018-06-27,Café Coffee Day indiranagar,Negative
VYSAKH SHINE,"Rated 3.0 out of 5,",Love to visit here.The ambience here is awesome.,2018-06-27,Café Coffee Day indiranagar,Positive
Pramila G,"Rated 5.0 out of 5,","Love ❤ forever hangout place.. Must try crunchy frappe, love their somosa and choco fantasy.. Me and my bestie sit for hours in coffee days.. No matter which are it is located.. Cause coffee day has its standards across.. Best place to grab a bite.. And sit and relax..",2022-06-27,Café Coffee Day indiranagar,Positive
Sean Ezra,"Rated 2.0 out of 5,","If I could I would upload pics... I would.. I ordered a devil's own..one of the best rich coffee that I have been having for ages now.. but this was was a suprise... Just a plain glass of cafe frappe... No chocolate , no whipped cream nothing... Staff need to be trained to follow company specs.  I'm a sous chef myself and work in the hospitality industry and this service standard shows no one's checking the standards, no consistency.. dissapointing..If I could I would upload pics... I would.. I ordered a devil's own..one of the best rich coffee that I have been having for ages now.. but this was was a suprise... Just a plain glass of cafe frappe... No chocolate , no whipped cream …More",2018-06-27,Café Coffee Day indiranagar,Negative
Clins K Varghese,"Rated 5.0 out of 5,","I really love this place because the kind of space the give is totally what you need I mean the outer seating area or the inner area is both so we'll maintained it suits both purpose either its friends Meetup or a corporate discussion. Or simply if you just wanna enjoy your listening to music, watching out, or working this is the place you need to go coz it never interferes with your personal space.. and I usually went there alone odered a coffee plugged in headphones and just sketched on somethings.I really love this place because the kind of space the give is totally what you need I mean the outer seating area or the inner area is both so we'll maintained it suits both purpose either its friends Meetup or a corporate discussion. Or …More",2018-06-27,Café Coffee Day indiranagar,Positive
Susmita Bharadwaj,"Rated 5.0 out of 5,","Good service. Tidy place. Awesome staff.Parking: Two wheeler parking is available.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Parking space
Somewhat difficult to find parking

Parking options
Free parking lot …More",2023-02-27,Café Coffee Day indiranagar,Positive
Bhavin Vadalia,"Rated 5.0 out of 5,","Road outside is dugout currently which makes parking difficult. Besides, the service was decent and the quintessential flavor of CCD accompanied the order!",2022-06-27,Café Coffee Day indiranagar,Positive
Sunil Sreenivas G,"Rated 3.0 out of 5,","No parking is one big constraint. Service is as usual. This time, I heard a lot of “not available “. Not sure, it is because of pandemic or lose in interest of doing business.",2022-06-27,Café Coffee Day indiranagar,Neutral
Rajesh P,"Rated 5.0 out of 5,","Hi Friends 🤩Located on 100 feet road. Had been there to take an interview. Good outdoor seating but people irritate you by smoking. Located on the highway. Nice place to go and have a great chat and have fun with your family, friends and partner. Usually I don’t have anything in CCD as everything seems over priced.I always preferred by Indranagar people and general catch spot.TyHi Friends 🤩Located on 100 feet road. Had been there to take an interview. Good outdoor …More",2019-06-27,Café Coffee Day indiranagar,Positive
Dinesh Gopal Chand,"Rated 4.0 out of 5,","Good place to have company or for hangout with friend. It was raining day when I went there, we had coffee and good timepass. Good sitting arrangments inside and out side of cafe coffee day.I would suggest some time you can go there for Hangout with friends.Good place to have company or for hangout with friend. It was raining day when I went there, we had coffee and good timepass. Good sitting arrangments inside and out side of cafe coffee day. …More",2019-06-27,Café Coffee Day indiranagar,Positive
yousuf ahmed,"Rated 3.0 out of 5,",As usual CCD experience with coffee.. But this place is very small.. Especially the open air sitting.. And they have stuffed Momos unit as well.. Not ccd is known for..,2022-06-27,Café Coffee Day indiranagar,Positive
Anand Sriram,"Rated 2.0 out of 5,","The toilet didn’t have toilet rolls or hand soap. Clearly, whoever had ticked the toilet maintenance chart was taking short cuts. Additionally, one of the staff asked our kids to vacate a table for someone else! Not as if they were sitting without consuming anything and we had a reasonably hefty bill.",2020-06-27,Café Coffee Day indiranagar,Negative
Brijesh Shetty,"Rated 5.0 out of 5,",Nice coffee shop to meet friends and chat up. Good service from the staff. You can sit for a while and will not be disturbed.,2022-06-27,Café Coffee Day indiranagar,Positive
Md Abu Bakar Siddiquee,"Rated 5.0 out of 5,",Excellent place for taking coffee and light snacks. beautifull place to pass time with close friend. There are some table outside the cafe. It makes the cafe excellent. Dringking coffee outside was a great experience for me. The environmemt is well furnished. Staffs are well manneeed.,2020-06-27,Café Coffee Day indiranagar,Positive
Ranjith Manjunatha,"Rated 2.0 out of 5,",The place was good and nice ambience.. but I person in the billing counter as well they supervisor weren't honest.. they billed me wrong initially and he was hesitant to give me the bill.. and later when I asked for bill he gave a bill n told there is small mistake n when I looked at the bill he had charged 40rs more.. I asked for clarification he tried to convince me he is right.. I had to again go n ask supervisor and when requested a new bill he generated one and some how he added things to make up to the amount that I had paid.. he couldn't get closer.. but I wasn't happy that the prices in the booklet are different n what they charge is different they don't mention about the additional top up price.. he paid me 10rs back saying it was wrong billing.. this is not what a customer should be treated like !!!The place was good and nice ambience.. but I person in the billing counter as well they supervisor weren't honest.. they billed me wrong initially and he was hesitant to give me the bill.. and later when I asked for bill he gave a bill n …More,2017-06-27,Café Coffee Day indiranagar,Negative
Ganesh Garga,"Rated 4.0 out of 5,",This outlet is open till 12 am. Easily accessible on Indiranagar 100ft road with parking available on the road side.  Good amount of seating space with good staff.,2021-06-27,Café Coffee Day indiranagar,Positive
vishnu prasad,"Rated 3.0 out of 5,",Ok ok place.. not the best od ccds,2018-06-27,Café Coffee Day indiranagar,Positive
Gururaja Rao,"Rated 5.0 out of 5,",Neat and clean. Staff is good. Variety of coffee available.,2022-08-27,Café Coffee Day indiranagar,Positive
Anubha Poddar,"Rated 3.0 out of 5,",Unable to handle the orders even when the cafe is not even 50% occupied. We ordered a sizzle dazzle and it took them more than 45 minutes to serve it. They should perhaps inform customers about items that will take long while placing the order.,2017-06-27,Café Coffee Day indiranagar,Neutral
Yusuf Shakeel,"Rated 5.0 out of 5,","Cool place to hangout and meet friends or have business meet.Tea, coffee, other beverages, snacks served here.It's on the main road so you can spot this place easily while driving car or riding bike.",2019-06-27,Café Coffee Day indiranagar,Positive
Rijul k,"Rated 5.0 out of 5,","The staff where very kindAnd the whole service was 'appreciateable' (if that's a word)But I must say the whole flavour had gone down in all of CCD , but to put it in one sentence I'd say ""it's a must visit kinda place""",2021-06-27,Café Coffee Day indiranagar,Positive
Ritika Sood,"Rated 4.0 out of 5,",Nice place to hang out. Break from Indiranagar shopping.,2017-06-27,Café Coffee Day indiranagar,Neutral
SJ,"Rated 3.0 out of 5,",No proper parking available. Situated in 100 feet road. Do not park outside entrance and your vehicle will be theft by so called Bengaluru Thief Groups. Price is high as always.,2021-06-27,Café Coffee Day indiranagar,Negative
Advik Raj,"Rated 4.0 out of 5,","Can't say much about the food because it's just like any other CCD, but the ambience is top notch, situated on the 100 ft road it is a major contrast to the quite defence colony, the bussle of the city acts as the only connection between the old and quiet Bangalore that we once knew and the silicon city we know today.",2019-06-27,Café Coffee Day indiranagar,Neutral
Debashree,"Rated 4.0 out of 5,",This café is soo good . This cafés one cup  coffee price 180 replies. This price rate is Not very good 😕 . So I giving Cafè Coffee Day 4 stars .,2021-06-27,Café Coffee Day indiranagar,Positive
Naveen E,"Rated 5.0 out of 5,","❤️the food was great ,but the ambience was just ok and the sofas weren't clean enough",2022-06-27,Café Coffee Day indiranagar,Positive
Chandresh Tiwari,"Rated 4.0 out of 5,",Ambience similar to all CCD's. Outdoor area also available to sit. Smoking is allowed outside. Indoor ambience also nice. Roadside parking is available in attached road.,2019-06-27,Café Coffee Day indiranagar,Positive
rajesh kazhipurath,"Rated 5.0 out of 5,","A nice cozy shop on 100 feet road, below the anjappar hotel. You can find parking on the number of by lanes behind the hotel. Good place to have a coffee and catch up.",2020-06-27,Café Coffee Day indiranagar,Positive
Sangram Sipu,"Rated 3.0 out of 5,","Most not the time there will problem at cash counter, good a little time pass, open place and smoke zone also available, outside little bit noise because of road, although it's a good place to hang out",2020-06-27,Café Coffee Day indiranagar,Neutral
Kevin Nambiar,"Rated 1.0 out of 5,",Slow service inspite of asking for quicker service....,2023-01-27,Café Coffee Day indiranagar,Negative
Aparna Sanyal,"Rated 2.0 out of 5,",Very veryyyyyyyyy slow service even when there is no crowd! Super disappointing!,2022-09-27,Café Coffee Day indiranagar,Negative
Lakshmi Kadambi,"Rated 3.0 out of 5,",Cutlery not cleaned up to the mark. Felt nice to see a deaf and dumb girl employee taking orders for coffee. Friendly casual place.,2019-06-27,Café Coffee Day indiranagar,Positive
praveen shukla,"Rated 4.0 out of 5,",Very nice place for having late night coffee. They take orders till 12.30am. Aura is also quite good and service is much better than other ccds around.,2019-06-27,Café Coffee Day indiranagar,Positive
Revati A S,"Rated 4.0 out of 5,",Been here many times in the last few years. This location has stayed intact unlike other CCD outlets. The location is apt for business meetings / for casual hangouts,2019-06-27,Café Coffee Day indiranagar,Positive
Vikash Kumar,"Rated 4.0 out of 5,",Even though the coffee is good what they really need to work on is their pricing because I think the prouducts are a bit overpriced apart from that the atmosphere around is cool and the place is nice for a quick hangout.,2020-06-27,Café Coffee Day indiranagar,Positive
Karthikeyan S,"Rated 5.0 out of 5,",Bang in middle of indiranagar. Large enough. Free enough. And above all the ccd people don't drone around you to make you conscious either to buy or leave soonðŸ˜Š,2022-06-27,Café Coffee Day indiranagar,Positive
Ayan Dasgupta,"Rated 3.0 out of 5,",Cookies are great!! Varieties are also good. However they dont keep most of the stuff that is mentioned in their menu. That's a bad point. It demotivates for revisit.,2019-06-27,Café Coffee Day indiranagar,Positive
Akshat Swarup,"Rated 1.0 out of 5,","Very bad behaviour by the staff. Firstly when I purchased a pack of chips the employee named Aslam took the cash and didn't give me the bill or the change. Only when i asked for bill he generated it, then came outside to where I was sitting n told me to leave because I am only having chips and ""I cannot sit in ccd by just ordering for 30 rupees"". When I asked is there some rule like that, another employee named Manjunath started smiling at me and misbehaved by saying ""do u need a board which says you cannot sit here by just paying 30 rupees"". Very unfortunate to see such a brand losing it's reputation due to such employees.Very bad behaviour by the staff. Firstly when I purchased a pack of chips the employee named Aslam took the cash and didn't give me the bill or the change. Only when i asked for bill he generated it, then came outside to where I was sitting â€¦More",2018-06-27,Café Coffee Day indiranagar,Negative
Anoop Nair,"Rated 5.0 out of 5,",A lovely cafe at heart of indira nagar.. great service and polite staff. They also have an outdoor sitting arrangement if you wish to have a cup.of coffee in open air.. viewing the traffic ofcrse ðŸ˜œðŸ˜œ,2020-06-27,Café Coffee Day indiranagar,Positive
Ayush Sevak,"Rated 5.0 out of 5,",Great place to chill and have a good coffee. Wouldnt recommend the food but the drinks are great. Tip: take away gives you much less quantity.,2019-06-27,Café Coffee Day indiranagar,Positive
Vamsi Krishna,"Rated 5.0 out of 5,",Nice Place. Right on 100 feet road. Easy to reach. Good seating arrangement. Great choice of food and beverages!!,2021-06-27,Café Coffee Day indiranagar,Positive
Naveen TR,"Rated 1.0 out of 5,",They will run behind u again and again if u do not order anything for every 15 min. Literally u feel humiliation. Going forward Working professionals It is better to find another place,2020-06-27,Café Coffee Day indiranagar,Negative
Manju Ks,"Rated 4.0 out of 5,","For the first time we had masala vada,. Yes authentic masala vada at cafe coffee day...hot ..hot..8 small size yummy vada with chutney.....the breakfast range is nice menu update, only available at some cafe coffee day outlets in Bangalore....",2019-06-27,Café Coffee Day indiranagar,Positive
Swathi Satish Rao,"Rated 5.0 out of 5,",I have been to this place a couple of times. It's the best coffee day I have been to so far. Nice seatings and lovely ambience. Would love to visit again soon.,2018-06-27,Café Coffee Day indiranagar,Positive
Monujesh Borooah,"Rated 4.0 out of 5,",It was a visit after a year of lockdown. The coffee was great. The chilli cheese toast was below expectations.,2021-06-27,Café Coffee Day indiranagar,Positive
yashovid tiwari,"Rated 4.0 out of 5,",Good location to meet friends. Outdoors is pet friendly. Parking can be done in adjacent lane.,2021-06-27,Café Coffee Day indiranagar,Positive
shubham gupta,"Rated 4.0 out of 5,",Nice spacious place.. menu has some less availability overall good to go..staff is ok,2022-06-27,Café Coffee Day indiranagar,Positive
arjun p,"Rated 5.0 out of 5,",All time favourite for a coffee and a bite... would not think twice before visiting... They have both indoor and outdoor seating...Good service,2019-06-27,Café Coffee Day indiranagar,Positive
Sunilkumar Kumar,"Rated 4.0 out of 5,",Has really a good taste but I feel the sweetness of the cold velvet coffee should increased and has a good service system,2021-06-27,Café Coffee Day indiranagar,Positive
Shyam Shekhawat,"Rated 4.0 out of 5,","Nice ambience and located at a convenient place. They take a bit of time in preparation but hey, who's in a hurry",2022-06-27,Café Coffee Day indiranagar,Positive
Siddhant Malani,"Rated 3.0 out of 5,",Cashier twice gave me more money in return than he should have given. Charging points aren't properly provided for charging laptop or mobile. Location is the only plus point,2018-06-27,Café Coffee Day indiranagar,Neutral
Anees Ahmed,"Rated 5.0 out of 5,",Best place to hang out til night 1 am.. and also one of d safe places in Bangalore as cops will be rounding around so thinking about late night hangout then this the place,2018-06-27,Café Coffee Day indiranagar,Neutral
info sales,"Rated 5.0 out of 5,",One of the best coffee Day located in indiranagar metro station. Staffs are superb they are giving value for each and every customer.,2019-06-27,Café Coffee Day indiranagar,Positive
V's little dreams,"Rated 5.0 out of 5,","Peaceful environment, good service.. though they should keep a sanitizer near entrance",2022-06-27,Café Coffee Day indiranagar,Positive
G D,"Rated 5.0 out of 5,",Good place to relax and do your work and have a chat with friends and family or just relax alone....prices are high but worth it as you get a place to relax with unlimited time good ambience and free WiFi and of course AC 😊,2019-06-27,Café Coffee Day indiranagar,Positive
Srikanth Reddy,"Rated 4.0 out of 5,","Very popular place for coffee in indiranagar,  I loved the ambience, very quick service, nice place for quick bites and food, free WiFi available here, located in 100ft indiranagar.",2018-06-27,Café Coffee Day indiranagar,Positive
aswini sharma,"Rated 5.0 out of 5,",Nice location with good seating. We had coffee so it was good as usual,2021-06-27,Café Coffee Day indiranagar,Positive
Kaify Afzana,"Rated 3.0 out of 5,",The coffee wasn't much strong as i asked.,2022-06-27,Café Coffee Day indiranagar,Neutral
Amit Abrol,"Rated 4.0 out of 5,","Perfect mid town stopover, on the main road, indoor & outdoor seating, staff that's definitely more caring & AWARE than at the other CCD's peppered over the city",2018-06-27,Café Coffee Day indiranagar,Positive
Jay,"Rated 4.0 out of 5,","Good Place, Good seating and great coffee and good service.  Value the Indian brand.",2022-06-27,Café Coffee Day indiranagar,Positive
Shyamal Kundu,"Rated 5.0 out of 5,",It is in defence colony. Indira nagar. Esu to locate. Gentle crowd. Execellent service. Good coffe.clean area. Easy to get UBER.,2020-06-27,Café Coffee Day indiranagar,Positive
Dilip C S,"Rated 2.0 out of 5,","Ordered Machiato, it took ages to get ready and served! The ambience was nice. Service, though, not up to the mark!!!",2020-06-27,Café Coffee Day indiranagar,Positive
venkatesan pounrajulu,"Rated 5.0 out of 5,","Nice ambiance, good place to make a deal over a special coffee",2021-06-27,Café Coffee Day indiranagar,Positive
Nishant Seth,"Rated 3.0 out of 5,",Service is okay. Billing needs to improved... You are given all the optional add-ons if you specifically don't tell them to exclude..,2017-06-27,Café Coffee Day indiranagar,Neutral
Pranav Raju,"Rated 2.0 out of 5,",Most of the times I have been there they have not had change and because of that I have had to buy another item,2022-06-27,Café Coffee Day indiranagar,Neutral
Avinaba Banerjee,"Rated 4.0 out of 5,",Polite staff. Good quality of food is served. Good place to do personal works and office works with a lovely cappuccino.,2020-06-27,Café Coffee Day indiranagar,Positive
Nihar Babu,"Rated 3.0 out of 5,",Service is good but no parking. In the area like indranagar customers expect  4 Wheeler parking to escape noparking bills from traffic cops,2018-06-27,Café Coffee Day indiranagar,Positive
My Home My Design,"Rated 4.0 out of 5,","Good, nice place for small meetings and interactions. Good coffee.",2022-06-27,Café Coffee Day indiranagar,Positive
MANISH KUMAR,"Rated 5.0 out of 5,",Nice and comfy environment to spent some quality time with friends and super friendly.,2022-06-27,Café Coffee Day indiranagar,Positive
Hemant Parakh,"Rated 3.0 out of 5,",Nice place to have a long chat with friends but costly. They will keep you asking for something to order with some time gaps.,2018-06-27,Café Coffee Day indiranagar,Negative
Nameesh Rajamane,"Rated 3.0 out of 5,",This is one of the coffee shops I got regularly in the past.  Its a good to hangout over a cup of coffee and friends.  Also you can go pick up a coffee and read a book.,2016-06-27,Café Coffee Day indiranagar,Positive
Parag Sengupta,"Rated 5.0 out of 5,",Fantastic location. Good view in addition to the usual great food and beverage options of CCD.,2020-06-27,Café Coffee Day indiranagar,Positive
C VENKATESH,"Rated 4.0 out of 5,",Nice open and indoor place ..Nice place to sit talk personal and Biz talks ...Have a eye on right  parking to avoid parking offence,2021-06-27,Café Coffee Day indiranagar,Positive
Manasa Kolavennu,"Rated 5.0 out of 5,",Nothing can beat sizzle brownie from CCD. It has a good ambience.,2022-06-27,Café Coffee Day indiranagar,Positive
Edwin Baby,"Rated 2.0 out of 5,",The entry path is horrible. The staff didn't mind me while I am in the cafe. Not recommended,2022-06-27,Café Coffee Day indiranagar,Negative
Sanjib Talukdar,"Rated 5.0 out of 5,",Great quality.,2023-06-27,Café Coffee Day indiranagar,Positive
priya ghosh,"Rated 5.0 out of 5,",Silent place .. peace ✌️Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,2023-01-27,Café Coffee Day indiranagar,Positive
yks 15,"Rated 1.0 out of 5,","Ph.No isn't correct, when you'll visit this place most of the items are out of stock. Coming here is totally waste of time. Better visit any other CCD outlets.",2019-06-27,Café Coffee Day indiranagar,Negative
Navya N,"Rated 5.0 out of 5,","Loved the place.. loved the ambience.. as the tag line says, a lot more can happen over a coffee..!!",2018-06-27,Café Coffee Day indiranagar,Positive
Parteek Munjal,"Rated 5.0 out of 5,","Great ambience, courteous service and nice vegan/soya coffee, Soya Cuppucino, to be precise.",2021-06-27,Café Coffee Day indiranagar,Positive
Mekala Selvaraju,"Rated 3.0 out of 5,",Nice and spacious. But couldn't sit outside since ppl were smoking continuously,2019-06-27,Café Coffee Day indiranagar,Positive
Jyoti Sharma,"Rated 1.0 out of 5,",I just went for working and having good ambience.No wifi was there.Banana cake was pathetic.I just went for working and having good ambience.No wifi was there. …More,2021-06-27,Café Coffee Day indiranagar,Negative
Asit Agarwal,"Rated 4.0 out of 5,","Comfortable seating capacity , is open till late night .",2022-06-27,Café Coffee Day indiranagar,Neutral
Venkat Chary,"Rated 5.0 out of 5,","It's one if the best ccd in bangalore, with good ambiance, with polite and friendly staff and enough space for get-together and refreshments and Client meetings",2018-06-27,Café Coffee Day indiranagar,Positive
Sushrut Naik,"Rated 1.0 out of 5,",Cards did not work whole of evening.  Please carry a wad of cash.  No Paytm too cause their modem is under repair,2019-06-27,Café Coffee Day indiranagar,Negative
Manu E Madhavan,"Rated 1.0 out of 5,","Extremely casual, Ridiculously discourteous, Unbelievably untidy.",2022-10-27,Café Coffee Day indiranagar,Negative
Soubhagya Ranjan Panda,"Rated 4.0 out of 5,",Yummy delicious coffe with all sorts of breakfast material available here. Well higinic place for people.,2021-06-27,Café Coffee Day indiranagar,Positive
Shivam Sinha,"Rated 2.0 out of 5,",Went there to have momos for a quick bite. Had to wait for more than 30 mins for it. Service is very very slow.,2019-06-27,Café Coffee Day indiranagar,Negative
Nawal Sharma,"Rated 5.0 out of 5,",Nice place. Inside and outside seating. Convenient location. Best CCD outlet in Indira Nagar.,2020-06-27,Café Coffee Day indiranagar,Positive
Trupti Kenjale,"Rated 1.0 out of 5,","place is nice, good quality food but worst part is washroom... its just worst than public toilet...",2019-06-27,Café Coffee Day indiranagar,Negative
Esakki kumar,"Rated 2.0 out of 5,",Very waste place to visit 😣😣,2018-06-27,Café Coffee Day indiranagar,Negative
Riju Paulose,"Rated 5.0 out of 5,","Amazing place. Everytime a client asks me, can we catch up over coffee? This is my automatic choice!",2018-06-27,Café Coffee Day indiranagar,Positive
Krishna Kumar R,"Rated 5.0 out of 5,","It's become a quite place now, from what I used to know. Brings back lot of old memories and every time it's a new experience.",2020-06-27,Café Coffee Day indiranagar,Positive
Ferdinand,"Rated 5.0 out of 5,",Excellent place. The sit out zone feels great during the evening time.,2018-06-27,Café Coffee Day indiranagar,Positive
Vinothkumar Apparao,"Rated 1.0 out of 5,","Internet not working at all, they claim WiFi but you will never receive OTP,  Airtel internet never works inside the CCD",2018-06-27,Café Coffee Day indiranagar,Negative
Saday Tiwari,"Rated 5.0 out of 5,",Nothing much to say. I like the CCD experience better than any other cafe !,2021-06-27,Café Coffee Day indiranagar,Positive
Tanya baranwal,"Rated 3.0 out of 5,",Chilli cheese toast and cheese garlic bread are great. Smoothies and cold coffee are not that great.,2019-06-27,Café Coffee Day indiranagar,Positive
saumya yashawant,"Rated 5.0 out of 5,","Good ambience, good food, quite place",2022-08-27,Café Coffee Day indiranagar,Positive
Prince Rachit,"Rated 4.0 out of 5,",Has an open smoking seating area. The place is good if coming with friends.,2019-06-27,Café Coffee Day indiranagar,Positive
Sudhir Nagaraj,"Rated 5.0 out of 5,",Great place and ambience to have coffee with snacks and some good conversations with friemds!,2018-06-27,Café Coffee Day indiranagar,Positive
AKSHAY S,"Rated 4.0 out of 5,",Cozy place to meet up friends and clients... Most of our team meetings happen here.. only mess up us finding a parking space,2018-06-27,Café Coffee Day indiranagar,Neutral
Aayush Bhaskar,"Rated 4.0 out of 5,",Best CCD in the area. Outdoor and Indoor seating available. Great staff.,2019-06-27,Café Coffee Day indiranagar,Positive
Pritika Vashistha,"Rated 4.0 out of 5,",Nice place to spend time with your loved ones,2022-08-27,Café Coffee Day indiranagar,Positive
Omar Aziz Wani,"Rated 3.0 out of 5,",Typical cafe with locally sourced ingredients. Pets not allowed. And no wheel chair access.,2016-06-27,Café Coffee Day indiranagar,Negative
Sai Dhawal,"Rated 4.0 out of 5,","Amongst the many CCDs around this area, this one still stands out. All thanks to the good seating area and ambience.",2018-06-27,Café Coffee Day indiranagar,Positive
shubhanjana sikdar,"Rated 4.0 out of 5,",Had gone there for a cup of coffee. The ambience was pleasant. The coffee served was satisfactory.,2017-06-27,Café Coffee Day indiranagar,Positive
midhun t,"Rated 3.0 out of 5,",Went around 9pm. Found a swarm of mosquitoes inside ðŸ˜…,2022-06-27,Café Coffee Day indiranagar,Negative
Shailender Kumar,"Rated 5.0 out of 5,",Great place for good cup of coffee and some chit chat,2022-06-27,Café Coffee Day indiranagar,Positive
Pratap Kumar Avula,"Rated 5.0 out of 5,",Great place for Great discussionsFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 â€¦More,2023-02-27,Café Coffee Day indiranagar,Positive
Khushhal Maheshwari,"Rated 5.0 out of 5,",It is a nice place to hangout with friends. Also you can have meetings over a cup of coffee.,2018-06-27,Café Coffee Day indiranagar,Positive
Krishnan Unni,"Rated 5.0 out of 5,","The wifi authentication is faulty. U just need to connect to their router, select 20rs pack, select payment mode as visa and submit and voila",2016-06-27,Café Coffee Day indiranagar,Neutral
Dhruva RG,"Rated 5.0 out of 5,",Best place for business meeting and Hangouts.. And staff are really friendly and take care of the customers.,2020-06-27,Café Coffee Day indiranagar,Positive
Dev Devaiah,"Rated 4.0 out of 5,",Good ambience and staffs were really polite .,2022-06-27,Café Coffee Day indiranagar,Positive
Komal ManVi,"Rated 5.0 out of 5,",The location of this Cafe is nice. Amazingly great staff ..,2021-06-27,Café Coffee Day indiranagar,Positive
Amit Vyas,"Rated 5.0 out of 5,",Best in cafe.. as usual ...CCD,2018-06-27,Café Coffee Day indiranagar,Neutral
Aravind Kumar,"Rated 5.0 out of 5,",Good place. But needs improvement as seating arrangement is closer to each other.,2019-06-27,Café Coffee Day indiranagar,Positive
Karnataka Diaries,"Rated 5.0 out of 5,",One of my all time favs to hang out in indiranagar. Service is good,2021-06-27,Café Coffee Day indiranagar,Positive
Madhu A,"Rated 3.0 out of 5,",Internet does not work here.  Steep price for a simple herbal tea. Amosphere is alright.,2018-06-27,Café Coffee Day indiranagar,Positive
Pratibha Srivastava,"Rated 4.0 out of 5,","Nice coffee, good staff. Better music and it would have been a 5star",2020-06-27,Café Coffee Day indiranagar,Positive
Rohit Vshishth,"Rated 2.0 out of 5,",Not a good place. Very noisy. Don't go if you are looking for a peaceful place,2018-06-27,Café Coffee Day indiranagar,Negative
Sanjith K V,"Rated 5.0 out of 5,",Super 👍,2023-05-27,Café Coffee Day indiranagar,Positive
Mahendra yadav,"Rated 5.0 out of 5,",Very nice place specially for couples,2022-06-27,Café Coffee Day indiranagar,Positive
sandes hd,"Rated 4.0 out of 5,",100 feet rd ccd.. One of the best places for a casual chat with frds over a cup  Of coffee,2020-06-27,Café Coffee Day indiranagar,Positive
